 ;Manually Marked;Keyword-based Searching;Tool;0: false    1-2-3: true    4:not applicable;;;
QuantiaMD is the largest mobile and online physician community where more than 125,000 clinicians share expert thinking, test their understanding, and stay ahead of rapid scientific advances.;0;0;0;;;;
QuantiaMD is available only to licensed healthcare professionals;0;0;0;;;;
All members must verify their licensure to access features;0;0;0;;;;
As a QuantiaMD member, you can:;0;0;0;;;;
Compete in the Monthly Medical Challenge : real cases and expert knowledge challenges;0;0;0;;;;
Watch exclusive Expert Practice Series segments : 8-10 minute clinical presentations with key insights from leading experts;0;0;0;;;;
Earn free CME credits;0;0;0;;;;
Interact with thousands of colleagues in our specialty communities;0;0;0;;;;
Create or participate in peer discussions;0;0;0;;;;
Earn Q-Points for solving cases, taking surveys, sharing content and more You can register for QuantiaMD directly from your Android device : no PC required.;0;0;0;;;;
For more information visit www.quantiamd.com;0;0;0;;;;
Recent changes: Completely new user interface, icons and colors New handset layout and player New tablet layout and player, including new full-screen player view Device orientation support (portrait/landscape);0;0;0;;;;
New menus and navigation Improved buttons, interactions and search Additional language support: Japanese and Spanish;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##org.iii.romulus.meridian;0;0;4;;;;
##\APPLICATION\MEDIA_AND_VIDEO\_desc.txt;0;0;4;;;;
The video and music player with most customizable space.;0;0;0;;;;
Convenient gestures to control.;0;0;0;;;;
Advanced media folder settings, you can set including and excluding folders;0;0;0;;;;
in ANY DEPTH.;0;0;0;;;;
Not only one level under /sdcard now.;0;0;0;;;;
PlayQ rather than playlists, can handle videos, musics, and their MIXTURE.;0;0;0;;;;
Also, you can put a folder, an artist, an album or like that into a PlayQ.;0;0;0;;;;
Other features:;0;0;0;;;;
ID3 editing.;0;0;0;;;;
srt subtitle support;0;0;0;;;;
Song rating, can synchronize with PC in Pro version;0;0;0;;;;
Play video as music, for your music videos;0;0;0;;;;
Toolkit to rescan SD card, clean media database;0;0;0;;;;
Folder browsing and index browsing;0;0;0;;;;
Customizable tabs...and more.;0;0;0;;;;
Search keyword: Music Player, Video Player, Meridian Player, PlayQ, Customize, Audiobook;0;1;0;;;;
Recent changes: 2.1.8 (2011/11/30) Fix notification bar text color problem, if you're using Samsung devices with black notification background, please change the text color in Preference;0;0;0;;;;
Music;0;0;0;;;;
Inverse Notification Text 2.1.7 (2011/11/27);0;0;0;;;;
Fix flac files not show up in PlayQs bug;0;0;0;;;;
Fix PlayQ Picker f/c when picking artists bug;0;0;0;;;;
Fix screen automatically turned on when song switches bug;0;0;0;;;;
Make prev/next button workable in repeat current mode Fix f/c when having null path bug;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.kauf.talking.baum.TalkingCatandBackgroundDog;0;0;4;;;;
##\APPLICATION\LIFESTYLE\_desc.txt;0;0;4;;;;
Talk to Talking Cat & Background Dog.;1;0;2;;;;
He answers with his funny voice and reacts to what you say or your touch.;1;1;1;;;;
Now with 3 exciting inside games with many levels to play!;0;0;0;;;;
Features:;0;0;0;;;;
High quality 3D graphics;0;0;0;;;;
Voice interaction/animations;1;1;2;;;;
Cat Piano;0;0;0;;;;
Exciting touch game with 20 levels inside;0;0;0;;;;
for free;0;0;0;;;;
Great numbers game;0;0;0;;;;
check now the IQ and your brains memory;0;0;0;;;;
1to60 game incl.;0;0;0;;;;
1 to 60, A to Z, 2 4 6, 1 3 5, hex, roman numerals, periodic table, octal, etc.;0;0;0;;;;
Dog and Cat Animations;0;0;0;;;;
Special effects: miao, bark, dance, singing a song, licking, wolf sound, saying hello, etc.;0;0;1;;;;
Cute kitty Enjoy hours of fun and laughter with this funny app!;0;0;0;;;;
It is especially fun for children of all ages.;0;0;0;;;;
This is a free app;0;0;0;;;;
download now and enjoy it!;0;0;0;;;;
Recent changes: New exciting inside game 1to60 and more added;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.androidillusion.videocamillusion;0;0;4;;;;
##\APPLICATION\MEDIA_AND_VIDEO\_desc.txt;0;0;4;;;;
"NEW VERSION 1.5  ""Videocam illusion"" is the first video camera app that lets you record videos with effects in real-time.";0;1;0;;;;
Combine filters, effects and masks to create amazing videos without an editing software.;0;0;0;;;;
You can even save your favorite combinations of effects and change while you're recording, creating original movies.;0;1;0;;;;
Do you like this app?;0;0;0;;;;
you can buy PRO version with more features.;0;0;0;;;;
Each purchase motivates us to further improve the app and work on new innovative features.;0;0;0;;;;
Thanks!;0;0;0;;;;
If you have any problem with the application or want to suggest some improvements, please contact us at camera.illusion@gmail.com;0;0;0;;;;
Features: + 6 filters: mono, color, Chicago, pencil, thermal & x-ray.;0;0;0;;;;
5 effects: blur, fat, mosaic, light tunnel & pinch.;0;0;0;;;;
4 masks: 8mm, cork board, bricks & white border.;0;0;0;;;;
2 recording speeds: normal & fast.;0;1;0;;;;
Upload your videos: Youtube, GMail, Dropbox,...;0;0;0;;;;
3 memories for storing your favorite combos.;0;0;0;;;;
Change the effects while recording.;0;1;0;;;;
Tips!!!;0;0;0;;;;
"Videos are stored on the SD card, inside the folder ""Videocamillusion"" + If the recording does not run very smooth try lowering the video resolution (in the Settings) + Some filters and effects (e.g.";0;1;0;;;;
blur) require a device with high processing power to work properly + You can also play the recorded videos on a PC/MAC using QuickTime Player, Windows Media Player or VideoLAN + Touch the screen to autofocus + Press the volume keys to change the selected memory combo + Some phones do not support all audio qualities.;0;1;0;;;;
You can change the recording quality from the Settings + To switch between front and rear camera during recording you must select the same resolution on both cameras;0;1;0;;;;
Recent changes:;0;0;0;;;;
Fixed multiple bugs;0;0;0;;;;
New user interface;0;0;0;;;;
Optimized video player;0;0;0;;;;
New retro filter: Chicago;0;0;0;;;;
Animated mask: 8mm;0;0;0;;;;
More filters/effects/masks: color, blur & white border;0;0;0;;;;
Adjustable filters & effects;0;0;0;;;;
Front camera support (Android 2.3+ required);0;0;0;;;;
Zoom (if supported);0;0;0;;;;
Ready for Tablet;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.kauf.talking.baum.Talking3FriendsCatsandBunny;0;0;4;;;;
##\APPLICATION\ENTERTAINMENT\_desc.txt;0;0;4;;;;
Talk to the 3 Friends Cats & Bunny.;1;0;2;;;;
They answer with her funny voices and react to what you say or your touch.;1;1;1;;;;
Now with 3 exciting inside games with many levels to play!;0;0;0;;;;
Features:;0;0;0;;;;
High quality 3D graphics;0;0;0;;;;
Voice interaction/animations;1;1;2;;;;
Exciting touch game with 20 levels inside;0;0;0;;;;
Great numbers game;0;0;0;;;;
check now the IQ and your brains memory;0;0;0;;;;
1to60 game incl.;0;0;0;;;;
1 to 60, A to Z, 2 4 6, 1 3 5, hex, roman numerals, periodic table, octal, etc.;0;0;0;;;;
Cat, dog, baby, donkey and bunny animations;0;0;0;;;;
Special sound effects Enjoy hours of fun and laughter with this funny app!;0;0;0;;;;
It is especially fun for children of all ages.;0;0;0;;;;
This is a free app;0;0;0;;;;
enjoy it!;0;0;0;;;;
Recent changes: Tuning and bug fixing;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.vllwp.inputmethod.latin;0;0;4;;;;
##\APPLICATION\PRODUCTIVITY\_desc.txt;0;0;4;;;;
Porting android 4.0 apps to work with older devices requires quite a bit of time and effort.;0;0;0;;;;
Please be patient regarding bugs/issues.;0;0;0;;;;
To support my development efforts on this keyboard, you can buy the ICS Keyboard Skin that I developed.;0;0;0;;;;
"Look under my app list or search for ""ICS Keyboard Skin"" on the market.";0;0;0;;;;
Thank you!;0;0;0;;;;
ICS Keyboard;0;0;0;;;;
The keyboard from Android 4.0 IceCream Sandwich This is the keyboard from Android 4.0 (codename ice cream sandwich).;0;0;0;;;;
I back ported it to work with all android deivces 1.6 and up.;0;0;0;;;;
Everything is working except Speech Recognition will require android 2.2 or higher.;1;0;0;;;;
This essentially the same IceCream Keyboard you will find in Android 4.0 but I made a few minor adjustments to it to make it work a little better.;0;0;0;;;;
It's also a better version than some other similar IceCream Sandwich Keyboards you will find on the market, such as the port created by johntanmi or NICK ZHANG.;0;0;0;;;;
It's even better than the standard IceCream Sandwich keyboard:;0;0;0;;;;
Compatible with most android devices;0;0;0;;;;
Features that are incompatible with older phones were removed to make the keyboard faster;0;0;0;;;;
Bigger Keys!;0;0;0;;;;
Reduced app size by exporting non-English languages as separate downloads;0;0;0;;;;
More user friendly Enjoy!;0;0;0;;;;
++Notes++;0;0;0;;;;
Internet access is for the new version check and notification.;0;0;0;;;;
When you open the app, the app will detects and notify you if your current version is outdated.;0;0;0;;;;
It won't send any personal information to anywhere.;0;0;0;;;;
Please report your bugs via email.;0;0;0;;;;
If you report bugs in a Market comment I CAN'T help you.;0;0;0;;;;
Supported languages layout: English, French , Hebrew, Arabic, German, Czech, Bulgarian, Catalan, Spanish, Esperanto, Danish, Italian, Finnish, Georgian, Russian, Ukrainian, Latvian, Swedish,Latin, Dutch, Portuguese, Slovakian, Slovenian, Greek,Serbian, Hungarian, Swiss Included dictionaries: English,French,Italian,German,Spanish.;0;0;0;;;;
Recent changes: v1.1 'I' will now be auto capitalized for English;0;0;0;;;;
v1.2 Keyboard height fix for low-res devices;0;0;0;;;;
v1.3 Keyboard layout fixes, vibration duration now works;0;0;0;;;;
v1.4 Mini keyboard popup bug fixes, capitalization bug also fixed;0;0;0;;;;
v1.4.1 Fixed broken link in app sharing;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.kauf.talking.baum.TalkingGeorgetheGiraffe;0;0;4;;;;
##\APPLICATION\LIFESTYLE\_desc.txt;0;0;4;;;;
Top Talking App!;0;0;0;;;;
Free Download!;0;0;0;;;;
New: 3 additional Games inside!;0;0;0;;;;
Talk to George the Giraffe.;1;0;2;;;;
He answers with his funny voice and reacts to what you say or your touch.;1;1;1;;;;
In addition, play with George and his Piano!;0;0;0;;;;
Play your favorite Song and George will love to sing for you.;0;0;0;;;;
George has also 3 exciting inside games with many levels to play!;0;0;0;;;;
Features:;0;0;0;;;;
High quality 3D graphics;0;0;0;;;;
Cool voice interaction;1;1;2;;;;
Piano with singing George;0;0;0;;;;
Exciting touch game with 20 levels inside;0;0;0;;;;
Great numbers game;0;0;0;;;;
check now the IQ and your brains memory;0;0;0;;;;
1to60 game incl.;0;0;0;;;;
1 to 60, A to Z, 2 4 6, 1 3 5, hex, roman numerals, periodic table, octal, etc.;0;0;0;;;;
Many different animations;0;0;0;;;;
Fun for all;0;0;0;;;;
Piano Enjoy hours of fun and laughter with this funny app!;0;0;0;;;;
It is especially fun for children of all ages.;0;0;0;;;;
This is a free app;0;0;0;;;;
download now and enjoy it!;0;0;0;;;;
Recent changes: Tuning and bug fixing;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.kauf.particle.virtualcandle;0;0;4;;;;
##\APPLICATION\ENTERTAINMENT\_desc.txt;0;0;4;;;;
"With this realistic 3d candle you will always get the attention at every party or date ;-)  Features:";0;0;0;;;;
High quality graphics;0;0;0;;;;
Easy to use;0;0;0;;;;
High tech;0;0;0;;;;
Realistic flames and sound;0;0;0;;;;
Flame physics (gravity);0;0;0;;;;
Realistic 3d wax animations!;0;0;0;;;;
etc.;0;0;0;;;;
Many different functions like:;0;0;0;;;;
Move flame depending on device direction / flame reacts to motion;0;0;0;;;;
Light the candle by touching the candle;0;0;0;;;;
Extinguish the candle by touching the candle;0;0;0;;;;
Blow the flame to move the flame;0;0;0;;;;
Blow out the flame by strongly blowing into the microphone etc.;0;1;0;;;;
Have fun :-);0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##se.outputstream.recorderforkik;0;0;4;;;;
##\APPLICATION\COMMUNICATION\_desc.txt;0;0;4;;;;
UPDATE: Due to me being really busy with college work and other things, I will not be able to update this in a long while.;0;0;0;;;;
If this isn't working for you, I suggest recording audio/video with stock apps then using FileKicker to send the files instead.;1;1;0;;;;
Easily lets you record both audio and video on your phone and send it to your friends on kik.;1;1;0;;;;
It lets you easily tap the record icon in the kik media tray (where you chose emoticons and add photos) and chose what to record.;0;1;0;;;;
It also lets you change the bitrate of the audio and video if you are using Android 2.2+.;0;1;0;;;;
You will have to have kik already installed.;0;0;0;;;;
Recent changes: 1.1.0;0;0;0;;;;
Now checks if file been uploaded correctly by the sender;0;0;0;;;;
Switched to different audio/video encoders that should be available in core android for everyone;0;1;0;;;;
Started implementing flash when recording video, not done yet (disabled) 1.0.0: *Initial Release;0;1;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##com.amblingbooks.bookplayerlite;0;0;4;;;;
##\APPLICATION\BOOKS_AND_REFERENCE\_desc.txt;0;0;4;;;;
The premium player for listening to audio books.;0;1;0;;;;
The free Lite edition now allows you to try your own audiobooks from the SD card.;0;1;0;;;;
Download thousands of free audio books from AmblingBooks.com or purchase best selling mp3 audio book titles.;0;1;0;;;;
Never lose your place in an audiobook again thanks to the undo/redo bookmarking system.;0;1;0;;;;
Unlike music players which include audio book functionality as an add on, the Ambling BookPlayer is designed from the ground up to be an audiobook player.;0;1;0;;;;
The Ambling BookPlayer offers unique features designed to make audio book listening easy, frustration-free and uncomplicated for everyone:;0;1;0;;;;
Never lose your place again.;0;0;0;;;;
Fully automatic bookmarking for every book, with a revolutionary intelligent bookmark history system that lets you undo or redo any change in your listening position.;0;0;0;;;;
You can also view and return to multiple previous listening positions, effortlessly returning exactly to your past points of listening.;0;0;0;;;;
Audio file management is completely automatic and hidden.;0;1;0;;;;
All audio file transitions are seamless and invisible, and can even occur mid-chapter without you being aware of the transition.;0;1;0;;;;
For books downloaded using the player you don't ever need to know the names of the audio files, how many there are, or which file is currently playing.;0;1;1;;;;
Enjoy content using familiar Chapter divisions, not arbitrary file limits.;0;0;0;;;;
Navigate and track your current position in both the chapter and the book.;0;0;0;;;;
The library provides an uncluttered view of your Books (not the files).;0;0;0;;;;
It plays the books in a series in the correct sequence.;0;0;0;;;;
The clean interface is focused on audiobook listening.;0;1;0;;;;
Quickly jump back when you need to listen to something again.;0;0;0;;;;
Finding and listening to good audiobooks is simple and easy.;0;1;0;;;;
You pick the book and the player automatically downloads it from the AmblingBooks.com site ready for listening.;0;0;0;;;;
Use Bluetooth car stereo systems and Bluetooth headphones to listen and control the audio playback.;0;1;0;;;;
You just need to have your phone in your pocket.;0;0;0;;;;
The Ambling BookPlayer will quickly become your favorite player.;0;0;0;;;;
The free Ambling BookPlayer Lite edition includes a time limited trial for playing your audiobooks on the SD card.;0;1;1;;;;
The trial period starts over each time you start the player.;0;0;0;;;;
For full functionality please get the Ambling BookPlayer Personal or Pro edition.;0;0;0;;;;
The Ambling BookPlayer Personal and Pro editions include additional functionality which is not included in the free Lite edition.;0;0;0;;;;
The Personal edition adds automatic play history tracking of hundreds of start, stop, and jump positions in each audiobook and unlimited playback of your audio books on the SD card.;0;1;1;;;;
The Pro edition further adds extensive Library functions, organize your books by Series, save your Favorite Bookmarks with optional text and/or audio notes, and a Sleep Timer.;0;1;0;;;;
Recent changes: Fixed a problem where the BlueTooth media buttons could revert back to the default music player after another application temporarily took the audio focus.;0;1;0;;;;
When deleting audio files the.;0;1;1;;;;
nomedia and image files are now removed, and the directory is deleted if it is empty.;0;0;0;;;;
An issue where starting the player sometimes went to the library screen instead of the play controls for the current book was fixed.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.progimax.hairyball.free;0;0;4;;;;
##\GAME\CASUAL\_desc.txt;0;0;4;;;;
Features;0;0;0;;;;
Add a fuzzy friend to your phone;0;0;0;;;;
Make the Hairy Ball react to your touch;0;0;0;;;;
Record your voice and replay it  Description  Add a fuzzy friend to phone with Talking Hairy Ball.;1;1;1;;;;
This interactive app will entertain your kids by reacting as they shake or touch it.;0;0;0;;;;
The Hairy Ball's eyes follow your finger across the screen, and its eyelids open and close when poked.;0;0;0;;;;
Best of all, you can record sounds or words and the Hairy Ball will speak them back to you.;1;1;1;;;;
You can customize the look of your Hairy Ball to your heart's content by setting different colors for eyes, lips, teeth, and more.;0;0;0;;;;
Read phone state and identity permission:Just used for ads.;0;0;0;;;;
No personal information collected.;0;0;0;;;;
Keywords  cat voice change hairy ringtone listen animal cool app ball application mouth parrot play game fun kids amazing record talking pet recorder sound dog changer;1;1;1;;;;
Recent changes: Fix bugs for some devices.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.fishstix.liarliar;0;0;4;;;;
##\APPLICATION\COMMUNICATION\_desc.txt;0;0;4;;;;
Only Lie Detector app based upon NATO published research on computerized voice stress analysis.;1;1;0;;;;
Critical Band based Teager Energy Operator autocorrelation envelope area algorithm (TEO-CB-Auto-Env).;0;0;0;;;;
Adjustable playback accuracy for faster phones.;0;0;0;;;;
Graphical Stress display of captured speech.;0;1;0;;;;
Playback analysis speed adjustment from 25% to 100%;0;0;0;;;;
First attempt at fixing Force Close on Samsung Galaxy devices.;0;0;0;;;;
Note: The algorithms detect stress that is often present when someone tells you a lie and fears being caught.;0;0;0;;;;
If you are not stressed, then it will detect nothing.;0;0;0;;;;
Therefore, it would be counter-productive to use it on yourself as a lie-detector.;0;0;0;;;;
Perhaps using it on someone else would be a better idea.;0;0;0;;;;
Furthermore, please be aware that this app uses research published by NATO.;0;0;0;;;;
I make no claims as to the accuracy of the stress/lie detection capabilities of their algorithms.;0;0;0;;;;
I have only implemented one particular algorithm (TEO-CB-Auto-Env), as I was curious if real world results would match their lab test results.;0;0;0;;;;
Feel free to read their research results and come to your own conclusion.;0;0;0;;;;
I hope you guys enjoy this application!;0;0;0;;;;
Recent changes:  Happy Holidays!!;0;0;0;;;;
Thanks for being patient while I worked out the recording issues.;0;1;0;;;;
hope to have them all resolved now.;0;0;0;;;;
If you are still experiencing force closes on recording, please email me.;0;1;0;;;;
Misc improvements to the GUI scaling for better usage on tablets.;0;0;0;;;;
If there is enough positive interest, next version will incorporate baseline scaling/training for much improved accuracy.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.flip.android.ui;0;0;4;;;;
##\APPLICATION\MEDIA_AND_VIDEO\_desc.txt;0;0;4;;;;
Flip Video TM, the world's leader in shoot-and-share video cameras, introduces the all-new FlipShare TM Mobile 3.1.;0;0;0;;;;
The simplest way to share your videos just got better and is now available in a full-featured app for your Android device.;0;0;0;;;;
Even if you don't yet own a Flip TM video camera, FlipShare mobile makes it easy to upload your mobile videos directly to your favorite social networking sites.;0;0;0;;;;
It's simple to set up, easy to use and free to everyone.;0;0;0;;;;
Install FlipShare Mobile 3.1 today!;0;0;0;;;;
New Features:;0;0;0;;;;
Easy to share your mobile videos and photos to Facebook TM, YouTube TM or Twitter TM.;0;0;0;;;;
Or send directly to your friends and family.;0;0;0;;;;
Enjoy your favorite FlipShare software sharing features right on your Android phone.;0;0;0;;;;
View all the Flip videos that you have shared and all the Flip videos that have been shared with you in one convenient place.;0;0;0;;;;
Comment on your friends' Flip videos and read what your friends have posted to you.;0;0;0;;;;
Create and manage FlipShare groups, the easiest way to share privately with groups of friends and family.;0;0;0;;;;
Access your FlipShare address book.;0;0;0;;;;
Easy and convenient controls right on the video player.;0;0;0;;;;
Post a comment, share, or â€œfavoriteâ€?;0;0;0;;;;
a video with a tap of your finger.;0;0;0;;;;
Built-in filters let you quickly navigate and organize your video library.;0;0;0;;;;
Recent changes: Fixed a bug on HTC Incredible where the local library was not showing up.;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##com.lily.times.transformers.all4;0;0;4;;;;
##\APPLICATION\ENTERTAINMENT\_desc.txt;0;0;4;;;;
Talking TransFormers repeats everything you say with a funny voice.;1;1;1;;;;
You can pet him, poke him.;0;0;0;;;;
Enjoy hours of fun and laughter with Talking TransFormers.;0;0;0;;;;
Play with Talking TransFormers:;0;0;0;;;;
Talk to Talking TransFormers and He will repeat everything you say with a funny voice.;1;1;1;;;;
Poke his head, body or feet.;0;0;0;;;;
Sliding around, let him Active arm.;0;0;0;;;;
"Press ""Transform icon"", let he change his form.";0;0;0;;;;
"Press ""D"" button, let TransFormers have a most beautiful dance.";0;0;0;;;;
Keywords: Talking TransFormers, music,dance, car, gun, glass, kids, joy, smile, laugh, funny, baby;0;0;0;;;;
Recent changes: fixed bugs in ads;0;0;0;;;;
Content rating: High Maturity;0;0;0;;;;
##com.madinsweden.sleeptalk;0;0;4;;;;
##\APPLICATION\LIFESTYLE\_desc.txt;0;0;4;;;;
Sleep Talk Recorder;1;1;1;;;;
Now for free!;0;0;0;;;;
Do you talk in your sleep?;0;0;0;;;;
50 % of all children do it and at least 5% of all adults.;0;0;0;;;;
Are you one of them?;0;0;0;;;;
#1 Top Paid app in UK (iPhone);0;0;0;;;;
#1 Top Paid app in Sweden (iPhone);0;0;0;;;;
Top 5 Paid app in Germany, Australia, Finland, Norway, Hungary, Denmark, Malta, New Zealand and Ireland.;0;0;0;;;;
(iPhone);0;0;0;;;;
App of the Day, MacWorld.se Sep 21, 2010 Did you say something in your sleep last night?;0;0;0;;;;
A lot of people did.;0;0;0;;;;
50% of kids between the ages of 3 and 10 carry on whole conversations during the night.;0;0;0;;;;
As we grow older the figure goes down to about 5%.;0;0;0;;;;
Some people talk occasionally, some every night.;0;0;0;;;;
Afraid of revealing secrets?;0;0;0;;;;
Afraid of missing brilliant Da Vinci ideas you dream about?;0;0;0;;;;
Or are you just looking for rock solid evidence that your partner snores?;0;0;0;;;;
Sleep Talk Recorder monitors your sleep, but it's not just an ongoing recording.;0;1;0;;;;
An advanced filtering function qualifies sounds and triggers Sleep Talk Recorder technology in a millisecond.;0;1;0;;;;
In Sleep Talk Recorder you get it all.;0;1;0;;;;
A sleek interface with individual settings for sensitivity and filtering.;0;0;0;;;;
A history that saves your recordings and sorts them on a timeline, night by night, for easy navigation.;1;1;1;;;;
You can also add your funniest clips to your favorites and post them to our top-list website, Facebook and Twitter for great laughs!;0;0;0;;;;
If you get tired of the ads you can buy it and get rid of the ads!;0;0;0;;;;
Contains ads but with the posibility to purchase an ad-free version.;0;0;0;;;;
Records in 16bit 16kHz HiFi sound.;1;1;1;;;;
Supports background recording (Not App2SD compatible) Press HOME-key when recording (the red bed) and the app records in the background!;0;1;0;;;;
Known issue: The Android in-app purchase service keeps running after the application is exited.;0;0;0;;;;
This is due to a bug in Android, we will update as soon as there is a solution to this issue.;0;0;0;;;;
Recent changes:;0;0;0;;;;
Fixed race condition bug resulting in crash when starting application.;0;0;0;;;;
Terminating recording service when not in use.;1;1;1;;;;
Still problems with Terminating in-app billing service due to Android bug.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.sivartech.SpyPhoneLite;0;0;4;;;;
##\APPLICATION\PHOTOGRAPHY\_desc.txt;0;0;4;;;;
Spy Phone is your all in one camera application for secretly taking pictures, recording video and audio.;1;1;1;;;;
Disguise your activities with a custom background image or a web browser.;0;0;0;;;;
Note: The WebView option requires internet access for it to load any content.;0;0;0;;;;
The ads also require the internet permission.;0;0;0;;;;
Check the notes for known issues.;0;0;0;;;;
Features;0;0;0;;;;
Disguise your screen with a custom wallpaper or a web browser;0;0;0;;;;
Continuous picture snapping with Auto Shot;0;0;0;;;;
Take pictures using on screen buttons or entire screen;0;0;0;;;;
Take pictures using hardware buttons (Check tutorial for more information);0;0;0;;;;
Status Indicator lets you know if your recording;1;1;1;;;;
Small camera preview you can turn on and off;0;0;0;;;;
Hide and Show the menu;0;0;0;;;;
Vibrate the phone when an image is captured;0;1;0;;;;
Keep phone awake Notes;0;0;0;;;;
Some countries require the hardware to always play audio for the camera, this cannot be disabled through software.;0;1;1;;;;
For devices running 2.2 or greater the browser is forced into portrait mode, devices running anything less will be in landscape mode.;0;0;0;;;;
Custom wallpaper works best when resized to match your screen resolution.;0;0;0;;;;
If video does not work, change the encoder setting.;0;0;0;;;;
Try the Demo, to check for compatibility.;0;0;0;;;;
Droid X Gingerbread update breaks the silenced shutter Tested On:;0;0;0;;;;
Nexus S;0;0;0;;;;
Nexus One;0;0;0;;;;
HTC EVO;0;0;0;;;;
Motorola DROID If video does not work, change the encoder setting.;0;0;0;;;;
Try the Demo, to check for compatibility.;0;0;0;;;;
Known Issues:;0;0;0;;;;
HD not working on Motorola devices;0;0;0;;;;
MyTouch 4G doesn't work;0;0;0;;;;
HTC Desire Z doesn't work Spy Camera, Silent Camera, Stealth Camera, Private Camera, Hidden Camera, SpyCamera,SilentCamera,spycamera,camera,hidden,hiddencamera,spy camera,photo,nosound,noshutter,stealth, Spy;0;0;1;;;;
Recent changes: Auto shot was always firing every second and ignoring user settings.;0;0;0;;;;
fixed shutter sound on RAZR and Droid X;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.kauf.talking.baum.TalkingSmilingSimon;0;0;4;;;;
##\APPLICATION\ENTERTAINMENT\_desc.txt;0;0;4;;;;
Talk to Smiling Simon.;1;0;2;;;;
He answers with his funny voice and reacts to what you say or your touch.;1;1;1;;;;
Now with 3 exciting inside games with many levels to play and the new amazing sound board!;0;0;0;;;;
Features:;0;0;0;;;;
High quality 3D graphics;0;0;0;;;;
Voice interaction/animations;1;1;2;;;;
Gets angry, cries, is crying, smiles, laughs, is laughing, vomits, burps, farts, gets shot, etc.;0;0;0;;;;
Exciting touch game with 20 levels inside;0;0;0;;;;
Great numbers game;0;0;0;;;;
check now the IQ and your brains memory;0;0;0;;;;
1to60 game incl.;0;0;0;;;;
1 to 60, A to Z, 2 4 6, 1 3 5, hex, roman numerals, periodic table, octal, etc.;0;0;0;;;;
Special effects: yeah, whistle, what's up, vomit, tongue out, talking, sleeping, shooting, you're a looser, listen, I am coming to get you, playing with fingers, fooling, fart, burp Enjoy hours of fun and laughter with this funny app!;0;0;0;;;;
It is especially fun for children of all ages.;0;0;0;;;;
This is a free app;0;0;0;;;;
download now and enjoy it!;0;0;0;;;;
Recent changes:;0;0;0;;;;
4 new Games;0;0;0;;;;
Piano added;0;0;0;;;;
New animations;0;0;0;;;;
Improved graphics;0;0;0;;;;
Tuning and bug fixing;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##com.andlabs.vr;0;0;4;;;;
##\APPLICATION\PRODUCTIVITY\_desc.txt;0;0;4;;;;
Beautiful but simple voice recorder.;1;1;0;;;;
Record everything you like with this handy app.;1;1;0;;;;
The AL Voice Recorder includes a file browser to browse and play all your audio files and a recorder to make new audio records.;0;1;0;;;;
Features: + Make new voice records + Browse your SD Card for existing voice records + Delete voice records + Rename voice records + Send voice records (via GMail, SMS and so on) + Set voice records as ringtone + Record in WAV-Format (not supported on all devices) + Set the sample rate of your WAV-recordings + Record in.;0;1;0;;;;
3gp-Format + Lots of settings + Intuitive navigation + App2SD This app is similar to apps like Tape-a-Talk Voice Recorder, Virtual Recorder or Voice Recorder.;0;1;0;;;;
There are some known bugs on some devices, please give me time to fix this.;0;0;0;;;;
Recent changes: Version 2.1.X:;0;0;0;;;;
Speech to text for record names;1;1;1;;;;
Seekbar;0;0;0;;;;
Various Bug fixes;0;0;0;;;;
Completely technically renewed;0;0;0;;;;
Included an other ad framework Version 2.0.X:;0;0;0;;;;
Renaming-bug fixed;0;0;0;;;;
Various bugfixes (including record/playback-bug);0;1;0;;;;
New design;0;0;0;;;;
Set the sample rate of your.;0;0;0;;;;
wav recordings;0;1;0;;;;
Set the default name format for your new records;0;1;0;;;;
Set auto replay of recorded files;0;1;0;;;;
Show the date of creation in the file explorer;0;0;0;;;;
App2SD;0;0;0;;;;
Context aware help functionality;0;0;0;;;;
Smaller in size;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.outfit7.talkingrobyfree;0;0;4;;;;
##\APPLICATION\ENTERTAINMENT\_desc.txt;0;0;4;;;;
Roby can speak what you type  Roby is a talking, hip-hop dancing robot.;0;0;0;;;;
He can speak the words you type on your keyboard.;0;0;0;;;;
He also repeats anything you say with his robo voice.;1;1;1;;;;
Try to poke or pet Roby to see his reactions.;0;0;0;;;;
