 ;Manually Marked;Keyword-based Searching;Tool;0: false    1-2-3: true    4:not applicable;;;
We are very flattered about this fact because it means we are getting attention.;0;0;0;;;;
We thank all the users.;0;0;0;;;;
But please visit our facebook page(http://www.facebook.com/pages/Regina3DLauncher/200100660029694) for aksing questions and sharing information instead of mailing to us.;0;0;0;;;;
That will help us a lot and save us more time for us to work on the Launcher.;0;0;0;;;;
Recent changes:  (add) New workspace browser transition effect is added for pro version.;0;0;0;;;;
(add) Simple base margin(blue color)for wide screen device  (change) Removed margin of shortcut and widgets.;0;0;0;;;;
"(change) Application name has been changed from ""Regina Todo"" to ""Regina todo list""";0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.zoemob.gpstracking;4;0;4;;;;
##\APPLICATION\LIFESTYLE\ desc.txt;4;0;4;;;;
Now you can use GPS Tracking service to get real time locations and create geofence alerts to be sure your kids and family members are safe anywhere, anytime.;0;0;0;;;;
GPS Tracking make more than only tracks the exact location of your children.;0;0;0;;;;
You can monitor their content devices to avoid sexting and byllying threats.;0;0;0;;;;
The best GPS tracker and family locator is here;0;0;0;;;;
With GPS Tracking you can access your family's information online with your smartphone , pc or tablet and to feel comfortable even if you aren't near your children and family members.;0;0;0;;;;
If you really want to know a world class app for family GPS tracker or family gps locator you must try our GPS tracking service for free.;0;0;0;;;;
GPS Tracking benefits for families:  Real time family GPS locator  Automatic in/out alerts for home, school or other places  Anti sexting and bullying (content monitoring)  Remote security features (wipe and backup)  Call Me funcion (automatic callback)  Full web control panel (control others devices from your pc or notebook) Our GPS Tracking technology is optimized to improve results from your signal strength of satellites, GPS sensor, to measure speed, acceleration and accuracy collecting information form AGPS, wifi connection or cell phones tower signal (triangulation).;1;0;0;;;;
GPS Tracking is a very interesting free app for people looking for an user friendly family GPS tracker mobile, family tracking services or instamapper alternatives.;0;0;0;;;;
Download our free app today and enjoy all features in your cellphone or android tablet.;0;1;0;;;;
Be attention: it''s not a GPS navigator or GPS navigation app or something else ready to check GPS status of your device.;0;0;0;;;;
If you are looking for this, try search again at Android Market.;0;0;0;;;;
A good suggestion for this is install telenav or sygic GPS navigation app.;0;0;0;;;;
We're always working to improve our service.;0;0;0;;;;
In the future, maybe we can integrate and monitor tagged photos and names at social networks and app messengers like tikl touch to talk, whatsapp messenger, heytell, voxer walkie talkie and textplus free (text free).;0;0;0;;;;
NOTE: do you have questions about GPS Tracking;0;0;0;;;;
Don't hesitate to contact us at support.zoemob.com.;0;0;0;;;;
We want to help you;0;0;0;;;;
Powered by ZoeMob plattform.;0;0;0;;;;
If you already have a licensed ZoeMob app installed on your device you don't need install this version of the software.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.companionlink.clusbsync;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
Businessclass contacts, calendar, tasks and notepad apps.;1;1;0;;;;
Complete CRM productivity delivers functionality similar to BlackBerry and Palm Treo devices.;0;0;0;;;;
Use app as standalone or in conjunction with PC sync product (sold separately starting at 49.95).;0;0;0;;;;
Full support for Android 4.0 (Ice Cream Sandwich).;0;0;0;;;;
Devices running Android 4.0 must have an external SD card slot for USB sync to work.;0;0;0;;;;
If no SD card, use WiFi or Secure Hosted Wireless subscription to sync with PC As mentioned on: SkyMall CNBC AndroidCentral AndroidForums TalkAndroid DroidForums And many other sources online;0;0;0;;;;
Category manager with colors  Advanced contacts sort (first name, last name, company name, categories)  5 calendar views (day, week, month, year, list)  Multiple task styles (GTD, Franklin Covey, TBYL, Outlookstyle, Palmstyle)  Link contacts to ca;1;1;0;;;;
Better productivity and optimal use of screen space.;0;0;0;;;;
Supported languages include English, Spanish, French, German, Italian, Portuguese, Czech, Japanese, Korean, Chinese (China) and Chinese (Taiwan).;0;0;0;;;;
Free phone and email support.;0;0;0;;;;
www.companionlink.com/android;0;0;0;;;;
Recent changes: added USB sync support for most Android 4.0 (Ice Cream Sandwich) devices;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##pl.androiddev.mobiletab;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
Remote Desktop brings order to your Droid.;0;0;0;;;;
View and retrieve all the contents of your phone such as documents, photos, videos All you need is a standard web browser (;1;0;0;;;;
the latest Chrome or Firefox ) and Remote Desktop will allow you interact with your phone as easily as a PC.;0;0;0;;;;
Main Features: files, gallery, bookmarks explorer send sms desktop workspace environment remote terminal KW: MobileTab, Remote Desktop, files upload/download, SMS, Web Desktop, File sync, AirDroid, Cloud es  Sag;0;0;0;;;;
Recent changes: 0.9.4 fixed files tree bug ( data loaded twice ) improved settings graphics 0.9.0 new graphics theme (file icons, UI for mobile app, ....) removed ads from web page new desktop icon for quick access to sdcard CTRLV shortcut will copy clipboard text to phone's clipboard improved gallery (images are loaded from pictures directory) dar recurrence;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.flydroid.FlyScreen;4;0;4;;;;
##\APPLICATION\NEWS AND MAGAZINES\ desc.txt;4;0;4;;;;
FLYSCREEN 3.0 IS FINALLY HERE;0;0;0;;;;
FlyScreen fast. IN;0;0;0;;;;
Embed your twitter, facebook, news, weather, sports your favourite web services, right onto your lock screen;0;0;0;;;;
Get zero click access to the content you love most;0;0;0;;;;
Much faster than always opening a separate app or browser.;0;0;0;;;;
Drop us a line on Twitter (flyscreen) and we're happy to help and hear from you;0;0;0;;;;
What's new in version 3.3.13;0;0;0;;;;
A complete UI redesign;0;0;0;;;;
Everyone thank Anna for a job well done;0;0;0;;;;
Left/right scrolling changes, much smoother;0;0;0;;;;
Lots of bug fixes;0;0;0;;;;
FlyScreen will now lock your volume keys and home button;0;0;0;;;;
AWESOME;0;0;0;;;;
"(Pretty huge, right) You may need to reboot your phone once for this to take effect, and if you're using a custom ROM, we can't promise 100% either ;) The trackball wakeup wasn't a feature before, it was a bug ;) But we're figuring out a way to bring it back as an option for Nexus One, so please hang in there";0;0;0;;;;
Recent changes: What's new in version 3.3.13  Send Kik messages;0;0;0;;;;
A24732475:2475A2477=2365;0;0;0;;;;
Lots of bug fixes;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.zoemob.gpstracker;4;0;4;;;;
##\APPLICATION\TOOLS\ desc.txt;4;0;4;;;;
Use GPS Tracker app to monitor real time locations and getting the exclusive automatic alerts when you children arrives at home or school.;0;0;0;;;;
Now you can have the power of our family GPS tracking technology in your hands.;0;0;0;;;;
Keep your family members safe at your fingertips.;0;0;0;;;;
GPS Tracker Features:  Real time GPS tracking location (GPS locator)  Automatic geofence alerts (in/out home, school or other places)  Content monitoring: SMS messages, contacts etc (anti sexting and bullying)  Remote Wipe  Callbacks We make more than tracks the exact location of your children and family members;0;0;0;;;;
GPS Tracker is more than a simple app.;0;0;0;;;;
It`s a innovative Family Safety Service that uses mobile devices and a powerful web integration to offer you many access options.;0;0;0;;;;
So you can use it from your mobile device or have full access to web control panel.;0;0;0;;;;
Moms and dads are worried about what their kids are doing mobile.;0;0;0;;;;
Banks like Bank of America and Chase Bank too.;0;0;0;;;;
Because mobile devices can used for fraud, services like GPS Tracker are helpfull for mobile banking users.;0;0;0;;;;
Install GPS Tracker today on your Android device.;0;1;0;;;;
Your family will be grateful and you can stay quiet all day.;0;1;0;;;;
Talk about GPS Tracker to your friends and share it too.;0;0;0;;;;
They will apreciate your help to protect them.;0;0;0;;;;
GPS Tracker is the ideal service for parents and guardians who want to make sure their families remain safe and free from threats to their personal safety and privacy.;0;0;0;;;;
Protect your kids.;0;0;0;;;;
Install it now;0;0;0;;;;
People like this app because they are looking for an easy and powerful family GPS locator and family locator for kids and family members.;0;0;0;;;;
KEEP IN TOUCH: If you experience problems with GPS Tracker app, please don't hesitate to CONTACT US at support.zoemob.##com.;0;0;0;;;;
We're unable to help if you only leave a comment on the Android Market.;0;0;0;;;;
We want to help you;0;0;0;;;;
Our mission is protect people and families and not only check GPS status or tracking objects using the technology available on mobile devices.;0;0;0;;;;
So don't use it as a GPS navigation or GPS navigator app for cars or other vehicles.;0;0;0;;;;
For this, try instamapper or waze community GPS.;0;0;0;;;;
GPS Tracker is optimized to get better results from GPS sensor, signal strength of satellites, to measure accuracy, speed, acceleration and bearing using AGPS or cell phones tower signal.;0;0;0;;;;
Powered by ZoeMob plattform.;0;0;0;;;;
If you already have a licensed ZoeMob app installed on your device you don't need install this version of the application.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.compelson.migrator;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
Got a new phone;0;0;0;;;;
Want your old phone contacts and SMS messages in it yo;0;0;0;;;;
Need to backup your phone;1;0;0;;;;
Then this is the application you are looking for. n;0;0;0;;;;
It provides a complete phonebook and messages copy from almost any phone to your Android or from Android to any other phone.;0;0;0;;;;
We spent years developing a product with the ability to migrate between thousands of models from all manufacturers including Nokia, Samsung, Motorola, Sony Ericsson, LG, HTC, Blackberry, Apple iPhone and many more.;0;1;0;;;;
You can copy data directly from phone to phone using secure Internet storage or connect the phone to your PC using the MOBILedit software for Windows.;0;0;0;;;;
MOBILedit is also the ultimate PC suite for all Android phones with features including an organizer, rich phonebook functionality, intelligent phonebook optimizer, battery life, signal, memory status, SMS sending and management and much more.;0;0;0;;;;
This extensive project and unique knowhow is used by millions of mobile phone owners as well as large corporations.;0;0;0;;;;
It is also the gold standard in the world of digital forensics investigation with customers including the FBI, MI5, US NAVY.;0;0;0;;;;
Download this PC application at www.mobiledit.##com.;0;0;0;;;;
The Phone Copier also provides phone BACKUP and RESTORE of these data to your memory card: phonebook, SMS messages , phone settings, call logs, bookmarks, search history, and carrier info.;0;0;0;;;;
Our Internet storage provides a safe way to upload, store or download your phonebook and SMS messages to a new phone.;0;0;0;;;;
The communication is encrypted in the same way as the most secure internet banking, so if you trust that you can trust to our internet storage.;0;0;0;;;;
Just follow these steps: 1.;0;0;0;;;;
Create an account with a few clicks.;0;0;0;;;;
Start phone to phone copy.;0;0;0;;;;
Or 1.;0;0;0;;;;
Download MOBILedit to your PC from www.mobiledit.com 2.;0;0;0;;;;
Connect your phone and start uploading or downloading your phone content.;0;0;0;;;;
You also can transfer your phone content directly without any Internet connection.;0;0;0;;;;
IMPORTANT NOTE;0;0;0;;;;
"If application crashes with ""Out of memory"" during restore, close all other applications (some application can only be suspended, but still using memory) or restart device, and do restore again.";0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##net.icecare.icecare;4;0;4;;;;
##\APPLICATION\MEDICAL\ desc.txt;4;0;4;;;;
ICEcare is a comprehensive emergency preparedness solution for your Android powered mobile phone that provides you and your family the tools required to prepare for, survive and recover from an emergency or disaster.;0;0;0;;;;
Who will speak on your behalf when you cannot if you are rendered unconscious or incoherent due to an accident or medical emergency now there an app for that or,;0;0;0;;;;
With ICEcare, your mobile handset will contain your critical medical information, health history and preselected emergency contacts, allowing first responders and hospital staff access to this vital information so they can provide the best care possible for you or your loved ones during an emergency.;0;0;0;;;;
ICEcare is the only mobile solution that can provide your critical medical information and emergency contacts even if your phone is locked or inoperable.;0;0;0;;;;
ICEcare offers you a sticker with a unique identification number that adheres to the back of your device and identifies that your medical information and emergency contacts are stored on your handset and also at ICEcare.##net.;0;0;0;;;;
This failsafe feature requires your profile on ICEcare.##net.;0;0;0;;;;
In addition, ICEcare information on your handset can be locked or deleted remotely from any Internet enabled device if your mobile phone is ever lost or stolen.;0;0;0;;;;
Examples of information stored in ICEcare can include: your chronic medical conditions, allergies, medications, emergency contacts, etc.;0;0;0;;;;
This information is stored on the handset, thus the phone does not have to be network enabled for first responders to have access to it.;0;0;0;;;;
You provide as much or little information as you want into ICEcare.;0;0;0;;;;
ICEcare is also an educational tool to train you, your family and coworkers (ICEcare can be provided by employers to their staff) to plan for and prepare for emergencies some of the tools provided include: first aid training, build and practice home and work emergency plans, recommended items to include in a home emergency kit, disaster recovery procedures and more. rr;1;0;0;;;;
In short, ICEcare helps you learn what to do before an emergency (training and preparedness), during an emergency (providing vital personal health information) and after an emergency (what to do now that a disaster has happened, who to contact, where to go, how to remain safe, etc).;0;0;0;;;;
ICEcare provides a platform for organizations to promote social responsibility and community safety.;0;0;0;;;;
ICEcare can be branded by your company/organization and provided to your customers to promote loyalty, increase corporate citizenship and facilitate charitable giving.;0;0;0;;;;
Please contact us at infoICEcare.net to discuss branding, charitable donations and other marketing opportunities.;0;0;0;;;;
ICEcare is provided at no charge because we care about you and your loved ones.;0;0;0;;;;
We will never sell your data to any third party without your express written permission.;0;0;0;;;;
Please tell your family and friends about ICEcare and give us your feedback so we can continue to improve the product.;0;0;0;;;;
If ICEcare saves a single life, all the effort in building this solution will have been well worth the effort.;0;0;0;;;;
We look forward to hearing from you.;0;0;0;;;;
Please follow us on facebook (ICEcare) and Twitter (EmergencyCare).;0;0;0;;;;
Recent changes: Total redesign to facilitate ease of use for users as well as first responders trying to save your life.;0;0;0;;;;
ICEcare now includes more information that may be accessed in a wellorganized manner, including your picture.;0;0;0;;;;
It also includes the ability to remotely secure or destroy your information, in case your mobile phone is lost, stolen or misplaced.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.fjsoft.myphoneexplorer.client;4;0;4;;;;
##\APPLICATION\TOOLS\ desc.txt;4;0;4;;;;
MyPhoneExplorer is a powerful phone management software for your Desktop PC.;0;0;0;;;;
Some features:  sync your phone with Outlook, Thunderbird, Sunbird, Lotus Notes, Tobit David, Windows Contacts, Windows Calendar,...;1;1;0;;;;
Connection via WiFi, USBCable or Bluetooth.;0;0;0;;;;
This is the client which is needed for phone, you'll need also the desktopsoftware which can be downloaded at www.fjsoft.at.;0;0;0;;;;
Recent changes:  compatibility with Android 4 (ICS)  search functionality for tasks and notes app  sort and textsize option for tasks and notes app  task list improved  bluetooth autostart can be disabled  some minor changes many bugfixes...;0;0;0;;;;
##blacknWhite.CallBlocker.Gold;4;0;4;;;;
##\APPLICATION\COMMUNICATION\ desc.txt;4;0;4;;;;
Only Call Blocker in market that blocks text messages & outgoing calls Over 40 thousand active users 500,000 communityshared black list numbers Pattern matching (example: block everyone except area code 555) Privacy settings with password protection Forward calls to other number at given times Enhanced Features:  Block unknown & private numbers  CommunityShared black list (now close to a half million numbers as of Jan 2012)  Call Forwarding  Group entries by time and day  Autoreply to blocked text messages  Password protected  Read deleted messages Free Features:  Black & White call filter  Block Incoming phone calls  Block Text Messages (SMS & MMS)  Pattern match like 1800  Restrict Outgoing calls  Hung up, silence or send to voice mail  Automatic data backup & recovery CommunityShared blocking  Automatically block numbers other people have already blocked through this app. tile has been removed from the initial c;0;1;0;;;;
Choose the sensibility level and let the app do the rest.;0;0;0;;;;
Call Forwarding  Allows to forward all incoming phone calls to a given number.;0;0;0;;;;
Combine this feature with groups to forward all calls on a given time and day of the week.;0;1;0;;;;
Mute first ring  keeps the phone ring muted all the time except when an incoming nonblocked call comes.;0;0;0;;;;
Block calls during meetings  You can customize via filters during which meetings in your Google calendar should the Call Blocker app block incoming calls.;1;1;1;;;;
Block incoming text messages  Uses the same rules specified for incoming calls to prevent SMS messages from being saved (Note: to prevent SMS notifications you should disable notifications from your Messaging app) Automatic notification of incoming missed calls  An icon on the notifications area will show up when an incoming nonblocked call is either missed, or manually hung up.;0;1;0;;;;
When you click on the icon, the app gives you the option of blocking it.;0;0;0;;;;
"Choose among different blocking options  Hang up will literally hung up the call and prevent caller from leaving a voicemail; silence phone will mute the call and the caller could leave a voicemail (if you have it active); send to voicemail will immediately take the caller to your voicemail.";0;1;0;;;;
Disclaimer: the hang up feature might not work on some phone models and will default to send call to VM.;0;0;0;;;;
"Add full or partial numbers or names  For instance if you want to block all 1800 numbers, simply enter 1800; or if you want to block all calls from an agency that shows up in you caller id as 'collectors', you can block it by entering this name manually in your blocked calls list.";0;0;0;;;;
Add entries from different sources  Including your users, your call history, specific days and time, or manual entry App widget  Place an app Widget in your home screen to turn on or off the call blocker Call history  Shows blocked text messages and phone calls Personalization  Multiple personalization options in preferences section Please contact us at callblockercloud4apps.com for any issues, questions or ANY feedback In case the app doesn't work in your phone PLEASE let us know and we can set filters in the Android Market to prevent others with the same phone to install it. e ca;0;1;0;;;;
If you paid for the app and you are not fully satisfied with it for any reason we will issue a full refund if app was purchased the same day.;0;1;0;;;;
Want a free full version license;0;0;0;;;;
Give us a 5star rating with comments in the Android Market, then email us to freecallblockercloud4apps.com with your Gmail address and a reference to your comment.;0;0;0;;;;
Please be patient as we have to process these requests manually, we'll notify you once we activate the app for you.;0;0;0;;;;
(Limited time offer);0;0;0;;;;
"Recent changes: 01.05.12 Added Serbian Translation Fixed Private calls showing wrong name in call log 12.07.11 Included option to ""Mute Blocked SMS messages"" from the preferences section 11.11.11 Fixed blocking outgoing calls. istory";0;0;0;;;;
"Fixed Hang up feature on HTC EVO Phones (And potentially many others) Implemented adaptive algorithm to use best blocking method depending on phone model. ges""";0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.sagemobileforact.androidsync;4;0;4;;;;
##\APPLICATION\BUSINESS\ desc.txt;4;0;4;;;;
Access Sage ACT;0;0;0;;;;
from where you are, from the method most convenient for you with Sage ACT;0;0;0;;;;
Connect, a subscriptionbased service that delivers your contacts and calendar to Android device and supported web browsers.;1;1;1;;;;
With Sage ACT;0;0;0;;;;
Connect, your contact details, notes, history, meetings, and activities are stored in the Cloud.;0;0;0;;;;
So next time you are on the move, you can quickly pull up that customer address you are headed to, make changes to an existing phone number or email address, and check your meeting schedule for the day from virtually anywhere. ng c;1;1;1;;;;
What can Sage ACT;0;0;0;;;;
Connect help you do;0;0;0;;;;
Get realtime, mobile access.  y;0;0;0;;;;
Sync your Androidadevices to Sage ACT  q;0;0;0;;;;
Connect for realtime, mobile access to your Sage ACT;0;0;0;;;;
contacts and calendar.;0;1;0;;;;
Because Sage ACT;0;0;0;;;;
Connect uses your phone builtin address book and calendar, you have access to contact details, your schedule, and more in the same familiar way you do today. he;1;1;1;;;;
Further, you can control how your data is updated between your device and Sage ACT;0;1;0;;;;
when you set your individual sync preferences, including oneway or twoway sync, plus timed or manual sync.;0;0;0;;;;
Be more effective while on the move. re;0;0;0;;;;
Improve your ability to be productive from virtually anywhere, whether you are traveling or working from your home office. in;0;0;0;;;;
With Sage ACT;0;0;0;;;;
Connect, you can view, add, and edit Sage ACT;0;0;0;;;;
contact details, notes, history, meetings, and activities from the easytouse Sage ACT;0;0;0;;;;
Connect Cloud or website.;0;0;0;;;;
Access this site via Internet Explorer, Firefox, Google Chromea and Safari. age A;0;0;0;;;;
Always have the most updated details with you. ,;0;1;0;;;;
Access the very latest Sage ACT;0;0;0;;;;
details, no matter who on your team last edited a contact phone number, added a note, or scheduled an activity, because Sage ACT e;0;0;0;;;;
Connect includes workgroup sync.;0;0;0;;;;
When working as a team, you can designate a single computer or server can sync on behalf of your entire workgroup so that updates can be received without each individual syncing on their computer.;0;1;0;;;;
Keep so much more than your Sage ACT e;0;0;0;;;;
contacts and calendar.;0;1;0;;;;
Make Sage ACT;0;0;0;;;;
Connect your goto for all things related to managing your relationships and schedule.;0;0;0;;;;
Not only can you access your Sage ACT;0;0;0;;;;
contacts and calendar, you can import your Google and Yahoo contacts into Sage ACT f;0;1;1;;can-dismiss(1.0);;
Connect too.;0;0;0;;;;
Even link Facebook pictures to the contacts you keep, so it that much easier to put a face to a name. ork;0;0;0;;;;
Restassured, your precious data is safe and secure. so;0;0;0;;;;
Relax, your Sage ACT;0;0;0;;;;
contacts and calendar are safe and secure in the Cloud, because Sage ACT;0;1;0;;;;
Connect utilizes 128bit encryption when syncing your data, plus provides secure, physical protection for unauthorized entry and catastrophic events.;0;1;1;;;;
For more information visit: North America: http://www.act.com/ProductsandServices/ConnectedServices/sagemobileforact Australia and New Zealand: http://www.sagebusiness.##com.au/content common/pgsagemobileforact.seo UK and Europe: http://www.sage.co.uk/software and services/customers/sage act 2011.aspx;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.ifree.massistant;4;0;4;;;;
##\APPLICATION\ENTERTAINMENT\ desc.txt;4;0;4;;;;
Despite the stereotypes, Blonde smart and helpful .a;0;0;0;;;;
She wakes you in the morning, tells news, makes jokes, sends out birthday reminders, delivers a morning horoscope, keeps here eye on the weather  just to name a few things And, yep, now she can speak mob;1;1;1;;;;
NEW in Blonde: EASY VOICING SETUP  now to gift the new voice for your girl is as simple as has never been before ep;0;0;0;;;;
OPTIONAL ANIMATION  the opportunity to work with the application without loading heavy animation TWITTER  Now the blode is able to share content using this popular service REMINDERS  the girl has learned to recognize and remind you about events scheduled in phone's and social networks' calendar MEMORY  if suddenly you clean or change the mobile, the blonde will remember you, so you won't have to get acquainted again com for;1;1;0;;;;
Wel tell you more: Yes, Blondie is hot rk w;0;0;0;;;;
50 various animations in her arsenal.;0;0;0;;;;
She carries on a dialogue.  a;0;0;0;;;;
Easy, natural and exciting;0;0;0;;;;
And she not just a pretty face l. h;0;0;0;;;;
She chats about recent news, current weather, delivers midterm forecasts and puts together daily horoscopes.;0;0;0;;;;
Blondie is an inexhaustible source of jokes, she remembers your friends birthdays (via phone contact list and Facebook)  and all this is just a beginning this;0;1;0;;;;
Blondie won't leave you on the main screen either mber;0;0;0;;;;
Make sure to install a nice animated widget;0;0;0;;;;
Pocket Blonde, part of the big Brainyaproject, is the pioneering application in a product line which enables smart phones to lodge no less smarter digital creatures.  s;0;0;0;;;;
We responsibly claim that modern mobile devices are fully capable to include a next generation personal assistant which knows your habits, helps and entrains you as no one else could do;0;0;0;;;;
By installing the application youl have the girl initiate your relationship  you can reveal your name, gender, age and location, or she can glean all data from your social network profile if you indicate one.  to;0;0;0;;;;
Next step: Blondie suggests you install the widget and starts boasting her talents.;0;0;0;;;;
Feel free to choose what in your line: You like a good laugh ting;0;0;0;;;;
Blondie will keep you amused with jokes several times a day;0;1;0;;;;
You trust horoscopes us;0;0;0;;;;
Get your personal one every morning to know all do and don't for the rest of the day You love to keep in touch with your friends he can g;0;1;0;;;;
Let Blondie analyze your Facebook profiles and shel make sure you never miss your friend birthday. keep;0;1;0;;;;
Your virtual assistant will make new accomplishments over time;0;0;0;;;;
Youl play, chitchat, learn interesting facts, discuss news and trends. mi;0;0;0;;;;
Moreover, youl be able to change Blondie dresses if you wish to alter her usual look and feel ay.;0;0;0;;;;
All in all, you are starting a new intimate friendship  y;0;0;0;;;;
Recent changes: BugFix;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.michaels.michaelsstores;4;0;4;;;;
##\APPLICATION\LIFESTYLE\ desc.txt;4;0;4;;;;
Creativity is only a click away;0;0;0;;;;
Make crafting even easier with mobile access to your favorite Michaels products, projects and events.;1;1;1;;;;
Stop clipping coupons today.;0;1;0;;;;
The exciting Michaels Mobile App makes it easier for you to save at your local Michaels store.;0;0;0;;;;
You can get access to exclusive mobile coupons and find the Weekly Ad for your favorite Michaels location.;0;0;0;;;;
You can sign up for alerts and emails to save more;0;0;0;;;;
Want to create a list of supplies to make your favorite new project;0;0;0;;;;
From Beading to Wedding, you can search and save any project and create lists that help you organize your next Michaels trip.;0;0;0;;;;
If you find a product or project that you truly love, you can share it with friends;0;0;0;;;;
Our store locator and event planner help you easily locate your nearest Michaels store and store info.;0;1;0;;;;
Find an event by date or nearest store and save it to your calendar with ease.;1;1;1;;;;
Use the Michaels QR scanner on any Michaels QR Code to access more project ideas, videos, special coupons and so much more;0;0;0;;;;
Make creativity happen in the palm of your hand;0;0;0;;;;
Download the Michaels Mobile App today;0;1;0;;;;
Recent changes:;0;0;0;;;;
Various other bug fixes;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.rerware.android.MyBackup;4;0;4;;;;
##\APPLICATION\TOOLS\ desc.txt;4;0;4;;;;
This is a limited 30 days trial MyBackup Pro.;0;1;0;;;;
MyBackup Pro is the easiest backup for Android.;1;0;0;;;;
Supporting the most content, and the most Android devices.;0;0;0;;;;
MyBackup and MyBackup Pro will work on all Android mobile devices, regardless if they have root access or not.;0;0;0;;;;
Backup (with schedule option) to our online secure servers, or SD card, your Applications, Photos, Contacts, Call log, Browser Bookmarks, SMS (text messages), MMS, Calendar, System Settings, Home Screens (including shortcut positions), Alarms, Dictionary, Music Playlists, and more...;1;1;3;;;;
IN BETA: Trigger a backup to begin on your phone (Android 2.2 only) from anywhere in the world by logging into the Web Viewer from our website www.rerware.com View your data and application backups online, by logging into the Web Viewer at www.RerWare.com Users who have a rooted phone: You can backup apkdata as well as market links;0;0;0;;;;
NOTE: Data/setting of applications can only be supported if you have a rooted phone, or if the application integrates with us.;0;0;0;;;;
NOTE: Trial will work on one device.;0;0;0;;;;
Backup can be restored to the same device, to go across another device (data migration), you will need MyBackup Pro.;0;0;0;;;;
ROOT ONLY PHONE FEATURES BELOW MyBackup Pro now comes with all MyToolbox features for Free.;0;0;0;;;;
This application will allow Root users to multiselect applications and perform the following functions with 0click batch operations;0;0;0;;;;
Recent changes: RESTART YOUR DEVICE AFTER UPDATING THE APP  Fixed SDK 4.x Dialogs being canceled when clicked off on them  Fixed freeze,unfreeze and uninstall (PM Binaries) issues on SDK 4.0 for MyToolbox  Added an option to not load icons for apps and photos list that was causing some out of memory exception if the list is long  Fixed bug for backing up Calendar Alerts.;0;1;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.pannous.voice.actions.free;4;0;4;;;;
##\APPLICATION\TOOLS\ desc.txt;4;0;4;;;;
Meet Jeannie, your personal assistant (formerly known as Voice Actions ) Talk to your android.;0;0;0;;;;
Ask it to:;0;0;0;;;;
Set alarms and reminders;1;0;1;;;;
Send text messages and email;0;0;0;;;;
Voicedial your contacts;0;0;0;;;;
Listen to music and poems;0;0;0;;;;
Get news, facts and translations;0;0;0;;;;
Search images, videos, apps and places and much more just by using your voice;0;0;0;;;;
"Uses Googles PHENOMENAL Speech Recognition We made some special efforts to make this program compatible with Android phones running version 1.6 or custom ROMs in the paid version called ""Voice Actions Plus"".";0;0;0;;;;
Now also available on other platforms;0;0;0;;;;
Recent changes: See bottom;0;0;0;;;;
Voice Actions  Feature List  Things you can ask Jeannie:;0;0;0;;;;
call James at home;0;0;0;;;;
text Maria that I love her;0;0;0;;;;
news about Barack Obama;0;0;0;;;;
set alarm clock:;0;0;0;;;;
wake up monday at 8am ask for the distance to the moon, the capital of brazil ...;0;1;0;;;;
and other simple facts;0;0;0;;;;
play music by bach;0;0;0;;;;
launch browser;0;0;0;;;;
open favorites,recent contacts;0;0;0;;;;
search ebay, amazon, wolfram, etc.;0;0;0;;;;
where is berlin center;0;0;0;;;;
enable bluetooth Say something and ask for it later;0;0;0;;;;
I read poems to you, ask for a quote about love, ...;0;0;0;;;;
translate I love you in spanish;0;0;0;;;;
email john ...;0;0;0;;;;
I liked your song;0;0;0;;;;
what sound does an elephant make;0;0;0;;;;
install adobe reader Call her Gini, Djini, Jeanie, whatever you like.;0;0;0;;;;
She will accept the nickname that you give her.;0;0;0;;;;
Get more Voice Actions for your phone:;0;0;0;;;;
make a video;0;0;0;;;;
navigate to Alaska;0;0;0;;;;
contact john doe;0;0;0;;;;
remind me to pick up Joe in 30 minutes;0;0;0;;;;
video of snoring cats;0;0;0;;;;
get me a pizza;0;0;0;;;;
record audio;0;0;0;;;;
image of the sunset;0;0;0;;;;
facebook.com;0;0;0;;;;
justanyurl.org;0;0;0;;;;
define luck;0;0;0;;;;
spell supercalifragilisticexpialidocious;0;0;0;;;;
horoscope for pisces;0;0;0;;;;
play a game (test);0;0;0;;;;
reads incoming SMS;0;0;0;;;;
say 'speak faster, louder, chinese' (SVOX recommended);0;0;0;;;;
close this application;0;0;0;;;;
previous, next or just use your fingers to swipe and some undocumented magic...;0;0;0;;;;
