 ;Manually Marked;Keyword-based Searching;Tool;0: false    1-2-3: true    4:not applicable;;;
You need to have IMAP enabled in your Gmail preferences, which must be done through a computer.;0;0;0;;;;
See website below for user guide and source code.;0;0;0;;;;
Recent changes: Fixes force close on CyanogenMod.;0;0;0;;;;
Content rating: Not rated;0;0;0;;;;
##com.spcampos.ucw;4;0;4;;;;
##\APPLICATION\COMMUNICATION;0;0;4;;;;
INDISPENSABLE!;0;0;0;;;;
Allows quick access to call or send sms to contacts/numbers you have contacted recently/frequently.;1;1;1;;;;
Unlike others, you don't need to configure it manually.;0;0;0;;;;
It auto select your contacts/numbers depending on the frequency and age of calls and sms.;1;1;1;;;;
You can manage a list of numbers that the widget should not show.;0;1;0;;;;
See stats and last communications for a phone number.;0;1;0;;;;
4 sizes:;0;0;0;;;;
8 contacts;0;1;0;;;;
4 contacts;0;1;0;;;;
3 contacts;0;1;0;;;;
Smart list shortcut This is a WIDGET, so you can't open it as a normal app.;0;0;0;;;;
"To add a widget to your desktop, do a long press on a free space of the home screen and select ""add widget"".";0;0;0;;;;
WARNING FOR TASK KILLER APPS USERS:;0;0;0;;;;
be sure that your task killer is configured to ignore this app, in other case, the widget can be frozen.;0;0;0;;;;
NOTE:;0;0;0;;;;
;0;0;0;;;;
I can't answer to your comments here, please send me an e-mail to request a new feature, to report a bug or to get help on any issue related with this widget.;0;0;1;;;;
You can also contact me using twitter (@SPCamposAndroid) You can also visit the FAQ section of the web.;0;1;0;;;;
Recent changes: Quit and re-add widget after the update v 2.4.1:;0;0;0;;;;
Several bugs fixed.;0;0;0;;;;
Now the widget is more robust v 2.4.0:;0;0;0;;;;
Added option to display the names in uppercase for widgets;0;1;0;;;;
Enhanced international codes recognition for some countries to avoid duplicate entries in the widget;0;0;0;;;;
Improved readability for names in the 8 contacts widget;0;1;0;;;;
New option in the settings screen to see more applications from SPCampos;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##net.PerfectServe.Clinician;4;0;4;;;;
##\APPLICATION\MEDICAL;0;0;4;;;;
PerfectServe Clinician makes it easy for physicians and nurses to connect with the right clinician, at the right time, in the right way, while enabling physicians to selectively filter and control the communications they receive.;0;0;0;;;;
WHAT YOU CAN DO WITH PERFECTSERVE CLINICIAN;0;0;0;;;;
CONTACT COLLEAGUES:;0;1;0;;;;
Contact any colleague on your hospital's medical staff or private practice through a single directory.;0;1;0;;;;
CALL PATIENTS:;0;0;0;;;;
Call patients while protecting your caller ID and overcome caller ID block.;0;0;0;;;;
Your office caller ID is presented to the parties you call, instead of your personal home or cell phone numbers.;0;1;0;;;;
VIEW HISTORY:;0;0;0;;;;
View your recent calls, voice and text messages, and pages.;1;0;1;;;;
GET HELP:;0;0;0;;;;
Get personal assistance 24/7/365.;0;0;0;;;;
PLEASE READ BEFORE DOWNLOADING;0;0;0;;;;
To use PerfectServe Clinician, you must have an active PerfectServe Version 5 account.;0;0;0;;;;
Do not download if you are not a PerfectServe user.;0;0;0;;;;
If you are unsure if you are a PerfectServe user, or unsure of your account version, please call the Help Center at 1-877-844-7727.;0;0;0;;;;
SIGN-IN INSTRUCTIONS;0;0;0;;;;
"When you sign in to PerfectServe Clinician, use your PerfectServe username and password (enter only the first part of your username (e.g., ""jjones"").";0;1;0;;;;
"Also, be sure that ""Save Password"" is set to ""ON""";0;0;0;;;;
so that you won't have to sign in every time you launch the app.;0;0;0;;;;
Recent changes: 1.0: Initial Release 1.1:;0;0;0;;;;
Fixed History Details load;0;0;0;;;;
Improved Authentication Handling;0;0;0;;;;
Improved Security;0;0;0;;;;
Performance Tweaks.;0;0;0;;;;
1.2:;0;0;0;;;;
Minor enhancements & bug fixes.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.grupoheron.whatsthatpicture;4;0;4;;;;
##\GAME\BRAIN;0;0;4;;;;
Welcome to this competition of recognition of images and pictures.;0;0;0;;;;
Play this addictive game of questions to show how much you know about general culture viewing images of any subject.;0;0;0;;;;
Test your knowledge and have fun and learn at the same time trying to recognize the most varied, funny, curious and interesting pictures you can about anything.;0;0;0;;;;
Recognize pictures on any category you can imagine, such as history, famous and beautiful places in the world, music, sports, movies, TV shows, video games, news, important events, literature, reality or fiction, among numerous other possibilities.;0;0;0;;;;
You can view also the most beautiful and picturesque places in the world seeing the photographs that appear during the game.;0;0;0;;;;
You can really enjoy looking at these images.;0;0;0;;;;
We always update the game with new pictures so you can always answer new questions and learn more about places and famous photographs.;0;0;0;;;;
The game follows a methodology similar to the famous Who Wants to Be a Millionaire game, where you must answer all the questions you can by using different Jokers (lifelines).;0;0;0;;;;
But the game is not limited to a few lifelines, you have a lot of different options to choose from, as well as additional Jokers and secret options that you can unlock as you play.;0;0;0;;;;
Furthermore, it is a global competition, where you compete with the smartest people in the world to put you in the best positions in the world ranking, where you will find all the players.;0;0;0;;;;
You can also excel in your country as the most intelligent and educated person and get to the top in your national ranking.;0;0;0;;;;
"Have fun and learn with this addictive and competitive World Contest of recognition of images and pictures You can also try our game, ""World Intelligence Contest"" where you can answer direct questions in the style of Who Wants To Be A Millionaire.";0;0;0;;;;
Check it out in the Android Market!!;0;0;0;;;;
Privacy NOTE:;0;0;0;;;;
The game stores the name selected by the user and his home country with the only purpose of organizing the database of user records.;0;1;0;;;;
Recent changes: Version 1.3: Added two NEW Jokers: Buy The Answer and Sacrifice a Joker.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.playphone.rebels;4;0;4;;;;
##\GAME\CASUAL;0;0;4;;;;
"Take on the Mongolian dominators of imperial 13th century China with ""Rebels & Rulers,"" the epic mobile MMO game set in the Yuan Dynasty.";0;0;0;;;;
FEATURES;0;0;0;;;;
5 Major styles of Kung Fu, including Shaolin, Wudang, & Emei;0;0;0;;;;
10 Character Classes;0;0;0;;;;
300+ Martial Arts Techniques;0;0;0;;;;
100's of large architectural maps;0;0;0;;;;
Various magical weapons Explore the world, go through missions, gain allies, defeat enemies, and experience real love and hate.;0;0;0;;;;
Real-time battles, awesome details, and memorable characters further infuse this fantastic role-playing game with the spirit of Kung Fu.;0;0;0;;;;
Follow PlayPhone on Facebook & Twitter for latest news and promos: http://www.facebook.com/PlayPhoneGames http://www.twitter.com/PlayPhone;0;0;0;;;;
Recent changes: Optimized connectivity;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##net.itx.hbrtips;4;0;4;;;;
##\APPLICATION\BUSINESS;0;0;4;;;;
Management Tip of the Day from Harvard Business Review offers quick, practical management tips and ideas.;0;0;0;;;;
New business tips are delivered to the app five days per week.;0;0;0;;;;
Share Tips via Twitter, Facebook, LinkedIn, and email!;1;1;0;;;;
If you like HBR Tips, you may also be interested in HBR Stats.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.peal.RomanticIdeas;4;0;4;;;;
##\APPLICATION\BUSINESS;0;0;4;;;;
Struggling to find the perfect romantic idea?;0;0;0;;;;
Let's face it, any romantic thing that you do for your sweetheart really communicates how much you love and care.;0;0;0;;;;
So it's important to get it right!;0;0;0;;;;
"""Romantic Ideas"" is a must have for anyone who wants to impress his/her partner.";0;0;0;;;;
Chose an idea and implement it to let him/her understand what he/she means to you!;0;0;0;;;;
Features:;0;0;0;;;;
Favorite.;0;0;0;;;;
Setting font.;0;0;0;;;;
Change background color.;0;0;0;;;;
Share via SMS(mass).;1;0;1;;;;
Download more tips,sms,quotes,jokes....;0;0;0;;;;
Recent changes: New features;0;0;0;;;;
Chat with strangers;0;0;0;;;;
Send a question to all online people;0;0;0;;;;
Real time notification of you who answered your question;0;0;0;;;;
Record your questions and answer the questions;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##com.campbells.android;4;0;4;;;;
##\APPLICATION\LIFESTYLE;0;0;4;;;;
It's the world's oldest question: What's for dinner?;0;0;0;;;;
Campbell's Kitchen for Android has the answer, plenty of answers, in fact.;0;0;0;;;;
With thousands of delicious, nutritious, and free!;0;0;0;;;;
recipes, Campbell's Kitchen is always at your side with terrific suggestions for meals, whether you're planning the week's groceries or just need some quick ideas for tonight.;0;0;0;;;;
Fun to use, with gorgeous food photography and easy step-by-step preparation instructions;0;0;0;;;;
Campbell's Kitchen for Android lets you:;0;0;0;;;;
Find recipes by keyword or just browsing.;0;0;0;;;;
Scan the UPC symbol on any Campbell's product package and see what recipes come up.;0;0;0;;;;
Get surprising suggestions in a nanosecond with the Quick Ideas shaker.;0;0;0;;;;
Save and organize recipes in your Recipe Box;0;0;0;;;;
it automatically synchronizes with your CampbellsKitchen.com account!;0;0;0;;;;
Share recipes via email or Facebook.;1;1;1;;;;
Use Dinner Vote to send options to your family and let them choose.;0;0;0;;;;
Effortlessly create a shopping list;0;0;0;;;;
then send it to your spouse.;0;0;0;;;;
Campbell's Kitchen is a trusted name in recipes, cooking solutions and tips for eating smart as well as savings suggestions to help you make the most of your meals.;0;1;0;;;;
Our goal is to provide great recipes from great brands, inspire with fresh ideas and offer helpful tools for all your food needs.;0;0;0;;;;
Whether you're solving a dinner dilemma, planning the perfect party or standing in the grocery aisle looking for inspiration, Campbell's Kitchen for Android is your anytime, anywhere, go-to resource.;0;0;0;;;;
Download it for free;0;0;0;;;;
we look forward to cooking with you!;0;0;0;;;;
Recent changes: User interface improvements.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.jhdg12.john;4;0;4;;;;
##\APPLICATION\MUSIC_AND_AUDIO;0;0;4;;;;
David Guetta Ringtones's Ringtone,try to listen David Guetta Ringtones's ringtone and download David Guetta Ringtones's ringtone.;0;0;0;;;;
The app can help to set alarm ringtone,notification ringtone,phone ringtone.;0;0;0;;;;
Also can help you to delete alarm ringtone,notification ringtone,phone ringtone.;0;0;0;;;;
David Guetta Ringtones's Ringtone.David Guetta Ringtones's Ringtone.;0;0;0;;;;
Ringtone!;0;0;0;;;;
Ringtone!;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##me.rafr1.hend;4;0;4;;;;
##\APPLICATION\MUSIC_AND_AUDIO;0;0;4;;;;
Rascal Flatts Ringtone's Ringtone,try to listen Rascal Flatts Ringtone's ringtone and download Rascal Flatts Ringtone's ringtone.;0;0;0;;;;
The app can help to set alarm ringtone,notification ringtone,phone ringtone.;0;0;0;;;;
Also can help you to delete alarm ringtone,notification ringtone,phone ringtone.;0;0;0;;;;
Rascal Flatts Ringtone's Ringtone.;0;0;0;;;;
Rascal Flatts Ringtone's Ringtone.;0;0;0;;;;
Ringtone!;0;0;0;;;;
Ringtone!;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.mylocaltv.wnem;4;0;4;;;;
##\APPLICATION\NEWS_AND_MAGAZINES;0;0;4;;;;
When you're on the go, TV5 brings you Michigan coverage you can count on, via your phone.;0;0;0;;;;
Now you can get breaking news, local headlines, weather and entertainment news from Flint and Saginaw, MI!;0;0;0;;;;
Bring wnem.com with you!;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.devspacenine.petergriffinsounds;4;0;4;;;;
##\APPLICATION\ENTERTAINMENT;0;0;4;;;;
Peter Griffin Soundboard!;0;0;0;;;;
Dozens of hilarious sound clips from Peter Griffin, of the classic cartoon Family Guy.;0;0;0;;;;
Set any of the clips as a ringtone, notification, or alarm sound.;0;0;0;;;;
You can also save the sound files directly to your sd card and clear any unused data saved by the app with a single click.;0;1;0;;;;
Recent changes: Fixed a bug that made sounds not play on some phones.;0;0;0;;;;
Added an option to hide a sound that you don't want visible on the main board and a way to unhide sounds that have been hidden this way.;0;0;0;;;;
Added a share option that lets you share a sound file using any app that supports sharing .ogg files.;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##org.alliant.mobile;4;0;4;;;;
##\APPLICATION\FINANCE;0;0;4;;;;
Alliant Mobile Banking is designed to make it easy and convenient for you to manage your finances.;0;0;0;;;;
We'll continue to make enhancements to ensure you'll enjoy the benefits of membership and access to your accounts 24/7.;0;0;0;;;;
View current balance and transaction information for your Alliant accounts;0;0;0;;;;
View check images for cleared checks;0;0;0;;;;
Transfer money between your Alliant accounts including your Alliant Visa credit card;0;0;0;;;;
Locate which ATMs in our network of 80,000 surcharge-free ATMs(1) are nearest you  and which accept deposits;0;0;0;;;;
All transactional data is encrypted and no sensitive account information is stored on your mobile device For checking accounts, there are no limits on the number of transfers you can make in a calendar month.;0;1;0;;;;
For savings accounts, you can make up to 6 preauthorized, automatic, telephone, electronic or audio response transfers to another account of yours or to a third party during a calendar month per federal regulations.;0;0;0;;;;
Of these 6, you can make no more than 3 transfers to a third party by check or debit card.;0;0;0;;;;
A preauthorized transfer includes any arrangement with us to pay a third party from your account upon oral or written orders including orders received through the automated clearing house (ACH).;0;0;0;;;;
You can make unlimited transfers at an ATM, in person at a Service Center, through the mail or to any Alliant Credit Union loan.;0;0;0;;;;
However, we may refuse or reverse a transfer that exceeds these limitations and may assess fees against, suspend or close your account.;0;0;0;;;;
Alliant Credit Union will never solicit you for personal information, such as account number, credit/debit card numbers, passwords or PINs (Personal Identification Numbers).;0;1;0;;;;
Call us immediately at 800-328-1935 (24/7) if you think unauthorized access or fraud has occurred in connection with your Alliant Credit Union accounts.;0;0;0;;;;
www.alliantcreditunion.org 800-328-1935 (24/7) (1)Alliant charges a nominal fee after eight transactions have been performed in a month at non-Alliant ATMs, including CO-OP Network, Credit Union 24 CU Here, Bank of the West, Allpoint and Alliance One ATMs.;0;0;0;;;;
Not every Allpoint ATM is surcharge-free.;0;0;0;;;;
Please see our online ATM Locator for a list of ATMs that accept deposits or are surcharge-free.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.perfection.Btfl3DGirl;4;0;4;;;;
##\APPLICATION\COMICS;0;0;4;;;;
A Collection Of Amazing 3D Animation Beauty Pictures!;0;0;0;;;;
it contains 26+ high quality wallpapers.;0;0;0;;;;
These wallpapers will make your android phone popular and cute!;0;0;0;;;;
Set as wallpaper, set as avatar for the contact!;1;1;1;;;;
Add Wallpaper Libraryï¼Œ2000+ wallpapers for free It might take a while to initialize for the first time.;0;0;0;;;;
Recent changes: Add Wallpaper Libraryï¼Œ2000+ wallpapers for free;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##com.ruli.sexytexts;4;0;4;;;;
##\APPLICATION\COMICS;0;0;4;;;;
Great sex tips!;0;0;0;;;;
Features:;0;0;0;;;;
Simplistic user interface;0;0;0;;;;
Favorites;0;0;0;;;;
Share via SMS(mass);1;0;1;;;;
Download more .;0;0;0;;;;
Chat with strangers;0;0;0;;;;
Send a question to all online people;0;0;0;;;;
Real time notification of you who answered your question;0;0;0;;;;
Record your questions and answer the questions;0;0;0;;;;
Content rating: High Maturity;0;0;0;;;;
##com.mo.android.wallpaper;4;0;4;;;;
##\APPLICATION\BUSINESS;0;0;4;;;;
Livehome Wallpaper have 200,000 awesome unique pictures.;0;0;0;;;;
New wallpapers added daily.;0;0;0;;;;
(Livehome wallpaper is one of livehome's moudles, livehome is for free,you can download it from market);0;0;0;;;;
Features:;0;0;0;;;;
Set Contact Icons.;1;1;1;;;;
Set Wallpaper.;0;0;0;;;;
Share wallpaper with your friends.;0;0;0;;;;
Have 200,000 wallpapers.;0;0;0;;;;
Recent changes:;0;0;0;;;;
Support android2.3;0;0;0;;;;
Add some beautiful wallpapers.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.androiddown.WTF;4;0;4;;;;
##\APPLICATION\COMICS;0;0;4;;;;
See 1000's of jaw-dropping pics that will make your head spin.;0;0;0;;;;
This is the BEST collection of awesome pics on the internet and all for FREE.;0;0;0;;;;
You will find pictures from:;0;0;0;;;;
Photo Bombs;0;0;0;;;;
LOL Cats;0;0;0;;;;
Too Many Shots;0;0;0;;;;
Sign FAIL;0;0;0;;;;
Cute GIFs;0;0;0;;;;
Mullets R Us;0;0;0;;;;
Ghetto Unfabulous;0;0;0;;;;
Motivational Poster;0;0;0;;;;
Parenting FAIL;0;0;0;;;;
Yahoo Answers FAIL;0;0;0;;;;
Photoshop FAIL;0;0;0;;;;
Fashion FAIL;0;0;0;;;;
Save to the device;0;0;0;;;;
Set wallpaper;0;0;0;;;;
Share via Email, SMS, Facebook, twitter and so on;1;1;0;;;;
MENU for more action;0;0;0;;;;
Download more Photos;0;0;0;;;;
Recent changes:;0;0;0;;;;
Effect is using face detection technology!;0;0;0;;;;
Photo editing software to create your own photos.;0;0;0;;;;
Edit your photos and have fun!;0;0;0;;;;
We provide more than 100 templates?;0;0;0;;;;
You can share to your friends!;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.mylocaltv.wluk;4;0;4;;;;
##\APPLICATION\NEWS_AND_MAGAZINES;0;0;4;;;;
Fox11online.com provides the latest news, weather, sports and entertainment information directly to your phone.;0;0;0;;;;
WLUK FOX 11 has the latest local updates from across Northeast Wisconsin including Green Bay and the Fox Cities.;0;0;0;;;;
We also have the latest national and international news available right here.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.androiddown.FUNNYpics1;4;0;4;;;;
##\APPLICATION\MEDICAL;0;0;4;;;;
View thousands of Funny Pics on your Phone for free!;0;0;0;;;;
FEATURES;0;0;0;;;;
Online update EVERY DAY;0;0;0;;;;
Save to the device;0;0;0;;;;
Set wallpaper;0;0;0;;;;
Share via Email, SMS, Facebook, twitter and so on;1;1;1;;;;
MENU for more action;0;0;0;;;;
Download more Photos;0;0;0;;;;
Recent changes:;0;0;0;;;;
Effect is using face detection technology!;0;0;0;;;;
Photo editing software to create your own photos.;0;0;0;;;;
Edit your photos and have fun!;0;0;0;;;;
We provide more than 100 templates?;0;0;0;;;;
You can share to your friends!;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.mylocaltv.wmar;4;0;4;;;;
##\APPLICATION\NEWS_AND_MAGAZINES;0;0;4;;;;
ABC2NEWS.COM is now on your phone providing you with the latest news and information for Maryland.;0;0;0;;;;
You can also get Baltimore's Most Accurate Weather Forecast anywhere, anytime, on your schedule!;0;0;0;;;;
Get the latest Headlines, Video, Weather Forecast, Radar, Traffic and Sports updates from the WMAR newsroom.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.mylocaltv.wlfi;4;0;4;;;;
##\APPLICATION\NEWS_AND_MAGAZINES;0;0;4;;;;
News stories and video from WLFI-TV 18 in West Lafayette, Indiana.;0;0;0;;;;
Look here for frequently updated local news, weather, sports, bonus video and living green stories from where you live.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.muha.hiphop;4;0;4;;;;
##\APPLICATION\MUSIC_AND_AUDIO;0;0;4;;;;
Hip Hop's Ringtone,try to listen Hip Hop's ringtone and download Hip Hop's ringtone.;0;0;0;;;;
The app can help to set alarm ringtone,notification ringtone,phone ringtone.;0;0;0;;;;
Also can help you to delete alarm ringtone,notification ringtone,phone ringtone.;0;0;0;;;;
Hip Hop's Ringtone.;0;0;0;;;;
Hip Hop's Ringtone.;0;0;0;;;;
Ringtone!;0;0;0;;;;
Ringtone!;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.binarybulge.android.inputmethod.latin.ice_cream_sandwich;4;0;4;;;;
##\APPLICATION\TOOLS;0;0;4;;;;
This is the full keyboard as found in Android 4.0 (Ice Cream Sandwich).;0;0;0;;;;
It's straight from the Android Open Source Project and tweaked to work on devices all the way back to Android 1.6 (Donut).;0;0;0;;;;
Everything works, including speech-to-text, no matter what device you're using.;0;0;0;;;;
There are no ads, and no catches at all.;0;0;0;;;;
If you like the keyboard and would like to chip in to my efforts, consider giving Ultra Keyboard a try (only $2.79 and has many more features).;0;0;0;;;;
Please note that I'm not looking to customize much on this keyboard, if anything at all (that's the focus for Ultra Keyboard).;0;0;0;;;;
I'm only looking to make the Android 4.0 keyboard compatible with older devices.;0;0;0;;;;
If any changes are made in the Android sources, I will include them.;0;0;0;;;;
Recent changes:;0;0;0;;;;
Suggestions weren't showing up as neon blue.;0;0;0;;;;
"Fixed ""I"" not being capitalized.";0;0;0;;;;
Made keys larger on high-resolution devices.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.ruli.adultsms;4;0;4;;;;
##\APPLICATION\SOCIAL;0;0;4;;;;
Tons of fun, naughty, weird, cool & useful sex facts, bedroom sex trivia, sex slang & sex terms that will make you smile, blush, or LOL!;0;0;0;;;;
Features:;0;0;0;;;;
Simplistic user interface;0;0;0;;;;
Favorites;0;0;0;;;;
Share via SMS(mass);1;0;1;;;;
Download more .;0;0;0;;;;
Chat with strangers;0;0;0;;;;
Send a question to all online people;0;0;0;;;;
Real time notification of you who answered your question;0;0;0;;;;
Record your questions and answer the questions;0;0;0;;;;
Content rating: High Maturity;0;0;0;;;;
##com.ruli.fastsms;4;0;4;;;;
##\APPLICATION\LIBRARIES_AND_DEMO;0;0;4;;;;
This app have a lot of sms;1;0;1;;;;
sex , funny, love, miss, naughty...;0;0;0;;;;
Features:;0;0;0;;;;
Simplistic user interface;0;0;0;;;;
Favorites;0;0;0;;;;
Share via SMS(mass);1;0;1;;;;
Download more .;0;0;0;;;;
Chat with strangers;0;0;0;;;;
Send a question to all online people;0;0;0;;;;
Real time notification of you who answered your question;0;0;0;;;;
Record your questions and answer the questions;0;0;0;;;;
Content rating: High Maturity;0;0;0;;;;
##com.devspacenine.glenquagmiresounds;4;0;4;;;;
##\APPLICATION\ENTERTAINMENT;0;0;4;;;;
Glen Quagmire Soundboard!;0;0;0;;;;
Dozens of hilarious sound clips from Glen Quagmire, of the classic cartoon Family Guy.;0;0;0;;;;
Set any of the clips as a ringtone, notification, or alarm sound.;0;0;0;;;;
You can also save the sound files directly to your sd card and clear any unused data saved by the app with a single click.;0;1;0;;;;
Recent changes: Fixed a bug that made sounds not play on some phones.;0;0;0;;;;
Added an option to hide a sound that you don't want visible on the main board and a way to unhide sounds that have been hidden this way.;0;0;0;;;;
Added a share option that lets you share a sound file using any app that supports sharing .ogg files.;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##com.statefarm.steerclear;4;0;4;;;;
##\APPLICATION\FINANCE;0;0;4;;;;
Complete the Steer ClearÂ® Safe Driver Discount program on your mobile device and save on State Farm Auto Insurance*.;0;0;0;;;;
Trip logs can also be used to satisfy most state reqs to obtain your driver's license.;0;0;0;;;;
Includes driving tips and State Farm Agent info.;0;0;0;;;;
Share progress on Facebook.;0;0;0;;;;
Read the Program Overview for eligibility;0;0;0;;;;
Recent changes:;0;0;0;;;;
Misc bug fixes for My Agent search;0;0;0;;;;
New State Farm logo updates;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##de.schildbach.oeffi;4;0;4;;;;
##\APPLICATION\TRANSPORTATION;0;0;4;;;;
departure times (live, including delays),;0;0;0;;;;
nearby stations (also on a map),;0;0;0;;;;
direction queries and;0;0;0;;;;
interactive network plans For phones, tablets and Google TV!;0;0;0;;;;
Supported countries:;0;0;0;;;;
Europe;0;0;0;;;;
United Kingdom;0;0;0;;;;
USA (San Francisco, Philadelphia);0;0;0;;;;
Australia (Sydney, New South Wales, Melbourne, Victoria);0;0;0;;;;
Germany;0;0;0;;;;
Austria;0;0;0;;;;
Switzerland;0;0;0;;;;
Belgium;0;0;0;;;;
Luxembourg;0;0;0;;;;
Liechtenstein;0;0;0;;;;
Netherlands (Amsterdam);0;0;0;;;;
Denmark;0;0;0;;;;
Sweden;0;0;0;;;;
Norway (Oslo & Bergen);0;0;0;;;;
Poland Supported Cities and Regions:;0;0;0;;;;
London;0;0;0;;;;
San Francisco;0;0;0;;;;
Philadelphia;0;0;0;;;;
Sydney;0;0;0;;;;
Melbourne;0;0;0;;;;
Dubai;0;0;0;;;;
Berlin & Brandenburg;0;0;0;;;;
Frankfurt & Rhine-Main;0;0;0;;;;
Munich (MÃ¼nchen);0;0;0;;;;
Augsburg;0;0;0;;;;
Schwerin & Mecklenburg-Vorpommern;0;0;0;;;;
Kiel, LÃ¼beck & Schleswig-Holstein;0;0;0;;;;
Hannover & Lower Saxony;0;0;0;;;;
Braunschweig;0;0;0;;;;
Bremen;0;0;0;;;;
Bremerhaven & Oldenburg;0;0;0;;;;
Leipzig & Saxony-Anhalt;0;0;0;;;;
Dresden;0;0;0;;;;
Chemnitz & Mittelsachsen;0;0;0;;;;
Essen, Dortmund, DÃ¼sseldorf & Rhine-Ruhr;0;0;0;;;;
Cologne (KÃ¶ln), Bonn (network plans only!);0;0;0;;;;
LÃ¼denscheid & MÃ¤rkischer Kreis;0;0;0;;;;
Paderborn & HÃ¶xter;0;0;0;;;;
Mannheim & Rhine-Neckar;0;0;0;;;;
Stuttgart;0;0;0;;;;
Reutlingen & Neckar-Alb-Donau;0;0;0;;;;
Ulm;0;0;0;;;;
Karlsruhe;0;0;0;;;;
Trier;0;0;0;;;;
Nuremberg (NÃ¼rnberg), FÃ¼rth & Erlangen;0;0;0;;;;
WÃ¼rzburg & Regensburg;0;0;0;;;;
Strasbourg & Freiburg;0;0;0;;;;
Baden-WÃ¼rttemberg;0;0;0;;;;
Vienna (Wien);0;0;0;;;;
Linz;0;0;0;;;;
Salzburg;0;0;0;;;;
Innsbruck;0;0;0;;;;
Graz & Styria;0;0;0;;;;
Bregenz & Vorarlberg;0;0;0;;;;
Basel;0;0;0;;;;
Lucerne (Luzern);0;0;0;;;;
Zurich (ZÃ¼rich);0;0;0;;;;
Brussels (BrÃ¼ssel);0;0;0;;;;
Copenhagen (Kopenhagen);0;0;0;;;;
Stockholm;0;0;0;;;;
Warsaw (Warschau);0;0;0;;;;
Maribor and more...;0;0;0;;;;
Requirements:;0;0;0;;;;
phone or tablet with Android 1.6 to 4.0 (Ice Cream Sandwich);0;0;0;;;;
internet connectivity (flat rate recommended);0;0;0;;;;
Requested permissions:;0;0;0;;;;
'Your location', so Ã–ffi can show nearby stations and navigate you from your current location;0;0;0;;;;
'Network communication', because Ã–ffi needs to query information services for stations and departures;0;0;0;;;;
'Your personal information', so Ã–ffi can route you to your contacts or location from a calendar event, store a connection in your calendar or e-mail it to your friends;1;1;1;;;;
Other than that, Ã–ffi will not use your private data.;0;1;0;;;;
~~oeffi,offi,fahrplan,fahrinfo,navigator,Ã¶pnv,spnv,companion db,bvg,vbb,sbb,rmv,vrt,vrr,rnv,mvg,kvb,vrn,mvv,vvs,gvh,bsvag,bsag,vbn,nasa,vvo,dvb,vms,naldo,ding,kvv,vgn Ã¶bb,vor,svv,ivb,stv,qando sbb,bvb,vbl,zvv sncb,nmbs,stib,de lijn,tec ns dsb,rejseplanen tfl,tlem,tlea,tlse,tlsw sfmta,muni,septa nsw,transportinfo,metlink,yarra train,bahn,zug,s-bahn,metro,tube,subway,u-bahn,tram,trolley,bus,rufbus,seilbahn googletv;0;0;0;;;;
Recent changes: resolved problems in Basel;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##org.sfefcu.mobile;4;0;4;;;;
##\APPLICATION\FINANCE;0;0;4;;;;
South Florida Educational FCU's FREE Mobile Banking Application for Android.;0;0;0;;;;
BANK 24/7 Manage your accounts and view transaction history.;0;0;0;;;;
Busy members can also make quick transfers within South Florida Educational FCU accounts and find the closest ATM in South Florida Educational FCU's network.;0;0;0;;;;
SAFE and SECURE South Florida Educational FCU uses SSL (Secure Socket Layer) encryption to communicate securely through all mobile service providers.;0;0;0;;;;
Security measures block unauthorized access and protect your data, no matter how you access your accounts.;0;1;0;;;;
LOCATE With a single click, you can find the fee-free ATMs near you and locate the closest South Florida Educational FCU branch.;0;0;0;;;;
Our search map provides addresses and branch contact information.;0;1;0;;;;
FREE All South Florida Educational FCU members may use our Mobile Application at no charge.;0;0;0;;;;
Your wireless provider's messaging and data rates may apply.;0;1;0;;;;
ANSWERS Consult our Frequently Asked Questions for quick answers about South Florida Educational FCU's Mobile App.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
